date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:55	90626/90626	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2022%20May%202026%2010:06:03%20GMT	https://naddict.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	/Users/davidarjan/cloned-site/naddict.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	(from https://naddict.com/)
13:28:56	13937/13937	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20May%202026%2010:28:00%20GMT	https://naddict.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	/Users/davidarjan/cloned-site/naddict.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://naddict.com/)
13:28:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:28:56%20GMT	http://naddict.com/cdn/shop/t/32/assets/base.css?v=63929080438912213311775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/base.1487c0.delayed	(from https://naddict.com/)
13:28:57	7802/7802	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20May%202026%2009:27:01%20GMT	https://naddict.com/cdn/shop/t/32/assets/base.css?v=63929080438912213311775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/base87c0.css	(from https://naddict.com/)
13:28:59	54157/54157	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2022%20May%202026%2004:21:29%20GMT	https://cdn.shopify.com/extensions/019e4dea-956c-70fd-99c7-57471db8ffa3/blockify-shopify-330/assets/ip-blocker-embed.min.js	/Users/davidarjan/cloned-site/cdn.shopify.com/extensions/019e4dea-956c-70fd-99c7-57471db8ffa3/blockify-shopify-330/assets/ip-blocker-embed.min.js	(from https://naddict.com/)
13:28:59	6976/6976	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202026%2010:28:59%20GMT	https://naddict.com/POST	/Users/davidarjan/cloned-site/naddict.com/POST	(from https://naddict.com/)
13:29:00	2425/2425	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2022%20May%202026%2010:29:00%20GMT	https://naddict.com/cdn	/Users/davidarjan/cloned-site/naddict.com/cdn	(from https://naddict.com/)
13:29:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:01%20GMT	http://naddict.com/cdn/s/trekkie.storefront.f7140b8b25ae1195cf346a36a85e3e4bcf46adb3.min.js	/Users/davidarjan/cloned-site/naddict.com/cdn/s/trekkie.storefront.f7140b8b25ae1195cf346a36a85e3e4bcf46adb3.min.19.delayed	(from https://naddict.com/)
13:29:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:03%20GMT	http://naddict.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	/Users/davidarjan/cloned-site/naddict.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://naddict.com/)
13:29:03	109522/109522	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20May%202026%2015:55:56%20GMT	https://naddict.com/cdn/s/trekkie.storefront.f7140b8b25ae1195cf346a36a85e3e4bcf46adb3.min.js	/Users/davidarjan/cloned-site/naddict.com/cdn/s/trekkie.storefront.f7140b8b25ae1195cf346a36a85e3e4bcf46adb3.min.js	(from https://naddict.com/)
13:29:05	13852/13852	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20May%202026%2009:02:45%20GMT	https://naddict.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	/Users/davidarjan/cloned-site/naddict.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://naddict.com/)
13:29:06	66043/66043	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20May%202026%2005:52:10%20GMT	https://naddict.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.5.0.min.js	/Users/davidarjan/cloned-site/naddict.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.5.0.min.js	(from https://naddict.com/)
13:29:07	126/126	---MCZ	400	error ('Bad%20Request')	text/javascript	date:Fri,%2022%20May%202026%2010:29:07%20GMT	https://naddict.com/cart/add.js	/Users/davidarjan/cloned-site/naddict.com/cart/add.1e.delayed	(from https://naddict.com/)
13:29:07	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2022%20May%202026%2010:29:07%20GMT	https://naddict.com/checkout	/Users/davidarjan/cloned-site/naddict.com/checkout	(from https://naddict.com/)
13:29:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:08%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-Naddict-logo-black-1024x432.png?v=79878281161067807791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-Naddict-logo-black-1024x4322222.png	(from https://naddict.com/)
13:29:09	5492/5492	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:44%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-Naddict-logo-black-1024x432.png?v=79878281161067807791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-Naddict-logo-black-1024x4322222.png	(from https://naddict.com/)
13:29:11	162885/162885	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20May%202026%2010:29:10%20GMT	https://naddict.com/pages/about	/Users/davidarjan/cloned-site/naddict.com/pages/about.html	(from https://naddict.com/)
13:29:12	163210/163210	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20May%202026%2010:29:11%20GMT	https://naddict.com/pages/affiliate	/Users/davidarjan/cloned-site/naddict.com/pages/affiliate.html	(from https://naddict.com/)
13:29:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:13%20GMT	http://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	/Users/davidarjan/cloned-site/widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.26.delayed	(from https://naddict.com/)
13:29:14	165383/165383	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20May%202026%2010:29:12%20GMT	https://naddict.com/pages/become-stockist	/Users/davidarjan/cloned-site/naddict.com/pages/become-stockist.html	(from https://naddict.com/)
13:29:14	24918/24918	---M-Z	200	added ('OK')	text/javascript	etag:%22c548d8a900ee57fc4018febdcf4fc206%22	https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	/Users/davidarjan/cloned-site/widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	(from https://naddict.com/)
13:29:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:15%20GMT	http://naddict.com/cdn/shop/t/32/assets/Naddicthero.png?v=182590994515716111821775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Naddicthero90fa.png	(from https://naddict.com/)
13:29:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:17%20GMT	http://naddict.com/cdn/shop/t/32/assets/persona.png?v=12594589158968510201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/personaf71d.png	(from https://naddict.com/)
13:29:20	2732490/2732490	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:45%20GMT	https://naddict.com/cdn/shop/t/32/assets/Naddicthero.png?v=182590994515716111821775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Naddicthero90fa.png	(from https://naddict.com/)
13:29:20	5398/5398	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:46%20GMT	https://naddict.com/cdn/shop/t/32/assets/persona.png?v=12594589158968510201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/personaf71d.png	(from https://naddict.com/)
13:29:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:22%20GMT	http://naddict.com/cdn/shop/t/32/assets/Nad%20Strip.png?v=172847355907439936341775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Nad%20Strip9321.png	(from https://naddict.com/)
13:29:22	152366/152366	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20May%202026%2010:29:21%20GMT	https://naddict.com/cart	/Users/davidarjan/cloned-site/naddict.com/cart.html	(from https://naddict.com/)
13:29:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:24%20GMT	http://naddict.com/cdn/shop/t/32/assets/Nadpulse%20Pen%20kit.png?v=31781062510986748201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Nadpulse%20Pen%20kit14f4.png	(from https://naddict.com/)
13:29:27	124100/124100	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:46%20GMT	https://naddict.com/cdn/shop/t/32/assets/Nad%20Strip.png?v=172847355907439936341775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Nad%20Strip9321.png	(from https://naddict.com/)
13:29:27	158493/158493	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:46%20GMT	https://naddict.com/cdn/shop/t/32/assets/Nadpulse%20Pen%20kit.png?v=31781062510986748201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Nadpulse%20Pen%20kit14f4.png	(from https://naddict.com/)
13:29:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:27%20GMT	http://naddict.com/cdn/shop/t/32/assets/Vials.png?v=90810362016220207791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Vialsff43.png	(from https://naddict.com/)
13:29:28	21308/21308	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:46%20GMT	https://naddict.com/cdn/shop/t/32/assets/Vials.png?v=90810362016220207791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Vialsff43.png	(from https://naddict.com/)
13:29:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:29%20GMT	http://naddict.com/cdn/shop/files/Naddict_Injectable_NAD_Pen_System.png?v=1778829553&width=800	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/files/Naddict_Injectable_NAD_Pen_Systemd00f.png	(from https://naddict.com/)
13:29:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:31%20GMT	http://naddict.com/cdn/shop/t/32/assets/Starter%20Kit.png?v=145277822301906978061775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Starter%20Kit6978.png	(from https://naddict.com/)
13:29:34	209156/209156	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:47%20GMT	https://naddict.com/cdn/shop/files/Naddict_Injectable_NAD_Pen_System.png?v=1778829553&width=800	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/files/Naddict_Injectable_NAD_Pen_Systemd00f.png	(from https://naddict.com/)
13:29:34	31415/31415	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:47%20GMT	https://naddict.com/cdn/shop/t/32/assets/Starter%20Kit.png?v=145277822301906978061775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Starter%20Kit6978.png	(from https://naddict.com/)
13:29:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:35%20GMT	http://naddict.com/cdn/shop/t/32/assets/Refills.png?v=122770002229428389211775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Refills472e.png	(from https://naddict.com/)
13:29:36	25904/25904	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:47%20GMT	https://naddict.com/cdn/shop/t/32/assets/Refills.png?v=122770002229428389211775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Refills472e.png	(from https://naddict.com/)
13:29:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:37%20GMT	http://naddict.com/cdn/shop/t/32/assets/Naddict%20Travel%20Case.png?v=144644814731924530201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Naddict%20Travel%20Caseb4a8.png	(from https://naddict.com/)
13:29:38	69538/69538	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:47%20GMT	https://naddict.com/cdn/shop/t/32/assets/Naddict%20Travel%20Case.png?v=144644814731924530201775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Naddict%20Travel%20Caseb4a8.png	(from https://naddict.com/)
13:29:40	330/330	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2022%20May%202026%2010:29:39%20GMT	https://naddict.com/cart.js	/Users/davidarjan/cloned-site/naddict.com/cart.js	(from https://naddict.com/)
13:29:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:40%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-BG.png?v=171747006387698874651775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG8663.png	(from https://naddict.com/)
13:29:46	217034/217034	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-BG.png?v=171747006387698874651775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG8663.png	(from https://naddict.com/)
13:29:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:42%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-BG-1.png?v=182375004059138214821775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-12a4a.png	(from https://naddict.com/)
13:29:49	185774/185774	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-BG-1.png?v=182375004059138214821775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-12a4a.png	(from https://naddict.com/)
13:29:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:47%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-BG-2.png?v=67021969454530247761775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-254d4.png	(from https://naddict.com/)
13:29:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:50%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-BG-3.png?v=23276832023257855351775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-38342.png	(from https://naddict.com/)
13:29:54	280399/280399	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-BG-2.png?v=67021969454530247761775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-254d4.png	(from https://naddict.com/)
13:29:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:55%20GMT	http://naddict.com/cdn/shop/t/32/assets/Vial%20Benefits.png?v=103093923977785604001775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Vial%20Benefitsf868.png	(from https://naddict.com/)
13:30:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:29:57%20GMT	http://naddict.com/cdn/shop/t/32/assets/Mental%20clarity.png?v=87869759701437875321775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Mental%20clarity51a5.png	(from https://naddict.com/)
13:30:00	529518/529518	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/Vial%20Benefits.png?v=103093923977785604001775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Vial%20Benefitsf868.png	(from https://naddict.com/)
13:30:00	217723/217723	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-BG-3.png?v=23276832023257855351775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-BG-38342.png	(from https://naddict.com/)
13:30:00	2360/2360	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/Mental%20clarity.png?v=87869759701437875321775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Mental%20clarity51a5.png	(from https://naddict.com/)
13:30:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:01%20GMT	http://naddict.com/cdn/shop/t/32/assets/Increase%20metabolism.png?v=116956959944608194121775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Increase%20metabolismd770.png	(from https://naddict.com/)
13:30:02	2754/2754	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/Increase%20metabolism.png?v=116956959944608194121775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Increase%20metabolismd770.png	(from https://naddict.com/)
13:30:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:03%20GMT	http://naddict.com/cdn/shop/t/32/assets/Energy%20Enhancement.png?v=155969461806919938791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Energy%20Enhancement5d01.png	(from https://naddict.com/)
13:30:04	1538/1538	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:48%20GMT	https://naddict.com/cdn/shop/t/32/assets/Energy%20Enhancement.png?v=155969461806919938791775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Energy%20Enhancement5d01.png	(from https://naddict.com/)
13:30:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:05%20GMT	http://naddict.com/cdn/shop/t/32/assets/Better%20quality%20sleep.png?v=14031563250305663011775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Better%20quality%20sleepd602.png	(from https://naddict.com/)
13:30:06	2944/2944	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:49%20GMT	https://naddict.com/cdn/shop/t/32/assets/Better%20quality%20sleep.png?v=14031563250305663011775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/Better%20quality%20sleepd602.png	(from https://naddict.com/)
13:30:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:07%20GMT	http://naddict.com/cdn/shop/t/32/assets/productshowcase1.png?v=61160601551770791351775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/productshowcase1ce8a.png	(from https://naddict.com/)
13:30:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:09%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-Group-39524.png?v=167399820873714701041775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-Group-39524eb45.png	(from https://naddict.com/)
13:30:09	595818/595818	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:49%20GMT	https://naddict.com/cdn/shop/t/32/assets/productshowcase1.png?v=61160601551770791351775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/productshowcase1ce8a.png	(from https://naddict.com/)
13:30:10	773/773	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202026%2009:38:49%20GMT	https://naddict.com/cdn/shop/t/32/assets/2025-06-Group-39524.png?v=167399820873714701041775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-Group-39524eb45.png	(from https://naddict.com/)
13:30:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202026%2010:30:11%20GMT	http://naddict.com/cdn/shop/t/32/assets/2025-06-Group-4.png?v=168904632435495605011775885985	/Users/davidarjan/cloned-site/naddict.com/cdn/shop/t/32/assets/2025-06-Group-429bf.png	(from https://naddict.com/)
